id,tourName,location,price,rating,ratingCount,link,description
660,3 Days Bali Package Tours,Seminyak,2186233,5.0,1,https://www.booking.com/attractions/id/prbbh3ic3sjr-bali-package-tours.en-gb.html?source=searchresults-product-card&ufi=-2683839,"The best package tours for a limited Bali trip combine top highlights such as relaxing on pristine beaches, exploring active volcanoes, and experiencing vibrant nightlife. Start with Cretya’s stunning rice terraces, infinity pools, and excellent dining to immerse yourself in Bali’s natural beauty. Then, venture to Nusa Penida to witness breathtaking cliffs and sparkling beaches, offering some of the island’s most spectacular views. For adventure seekers, quad biking through rugged terrains allows you to conquer challenging landscapes and uncover Bali’s hidden gems. This curated itinerary maximizes diverse experiences, blending relaxation, adventure, and cultural exploration within a limited timeframe."
661,Traditional Balinese Massage with Hotel Transfer,Jimbaran,809716,5.0,1,https://www.booking.com/attractions/id/prum0pyj0ps5-traditional-balinese-massage-with-hotel-transfer.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Amazing Bali Spa experience during you are on Holiday in Bali. LuxMe Bali Spa offer you to enjoy a Traditional Balinese massage after taking all day long Bali activities and adventure. The Balinese massage is A traditional relaxing massage combination of acupressure, Swedish massage, relaxing massage, and thumb pressure techniques to regain harmony between body and mind. Let's discover the technique, its benefits and characteristics. Balinese massage was developed in the Indonesian province of Bali, with influence from the traditional medicine systems of India, China and Southeast Asia."
662,Bali Quad Bike Through Gorilla Cave - Monkey Forest and Waterfall,Ubud,1603238,4.8,16,https://www.booking.com/attractions/id/prbvdnjozfij-bali-quad-bike-through-gorilla-cave-monkey-forest-and-waterfall.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Bali quad bike adventure is to challenge your adrenaline and your experience on four wheel is private round trip transportation allows you to spend less time in traffic and more time on the bike. With easy maneuverability and a choice of transmissions, no experience is necessary. You can ride solo or tandem with a friend. After riding past the rice fields, gorilla cave, waterfall, bamboo forest and traditional Balinese villages. Showers, lunch, and more, enjoy a traditional lunch and access swimming pool bar at Abiansila. On this program the first you will do the quad bike to challenge your adrenaline and your experience on four wheel, after that you will visit the Ubud monkey forest and then continue visit Tegenungan Waterfall."
663,Bali 2 Hours SPA PACKAGES & Bali HAI SUNSET Dinner CRUISE,Seminyak,3765180,5.0,1,https://www.booking.com/attractions/id/prc8xdo6th4i-spa-treatment-and-evening-cruise-excursion.en-gb.html?source=searchresults-product-card&ufi=-2683839,"BALI SPA & BALI HAI DINNER CRUISE TOURS IS A DAY TOUR TO EXPERIENCE OUR BALI SPA PACKAGES TREATMENT FOR 2 HOURS WITH WELL TRAINED THERAPIST THEM COMBINING WITH BALI SUNSET DINNER CRUISE AT BENOA HARBOR, SPEND A BALMY TROPICAL EVENING AS THE SUN GOES DOWN WE SET OFF ON RELAXING CRUISE AROUND THE HARBOR."
664,Mount batur jeep sunrise and hotsrping tour,Ubud,516607,5.0,1,https://www.booking.com/attractions/id/przope4ynfba-mount-batur-jeep-sunrise-and-hotsrping-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Mount Batur Sunrise Jeep Tour is a popular activity for tourists visiting Bali, Indonesia. This tour offers the opportunity to witness a stunning on jeep to see the sunrise The tour usually starts in the early morning hours when you will be picked up from your hotel and driven to the base of Mount Batur. Here, you'll meet your jeep driver and embark on an exciting off-road adventure.. Once you reach the sunrise point, you will be greeted with a breathtaking view of the sunrise over the Mount Batur caldera. This moment is truly magical, as the sun rises above the horizon and casts its golden rays over the volcanic landscape. After watching the sunrise, you can explore the black lava. Your guide will provide you with interesting facts and information about the volcano and its history. It's important to listen to the guide and follow safety instructions to ensure a memorable experience"
665,Bali ATV Ride Adventure and Kintamani Ubud Waterfall Tour,Seminyak,2267205,4.0,1,https://www.booking.com/attractions/id/pro0cn55cke0-bali-atv-ride-adventure-and-kintamani-ubud-waterfall-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Bali ATV Ride Adventure and Kintamani Ubud Waterfall Tour is one the most favorite packages that we designed for your best holiday. The tour will be start from your hotel then we will drive you to Bali ATV Ride location, here you will enjoy two hours quad bike through rice terrace, jungle, river, villages, tunnel and picturesque panorama. Lunch will be serve at atv ride restaurant then we will continue the tour to visit Kintamani, it's the most favorite tourist destinations in Bali with the active volcano of mount and beautiful lake Batur. The next destination we will take you to visit Tirta Empul Temple, this place famous for it is holy water where Hindu Bali people or tourist’s go for purification. Continue the trip to visit Tegenungan Waterfall is a true paradise for travelers seeking to escape the rush of Bali's city streets and urban centers. Then our last tour is visiting Celuk Village, this village known as the center of gold and silver in Bali."
666,The Popular Of Ubud Private Day Tour,Ubud,881943,5.0,1,https://www.booking.com/attractions/id/prqfh82ie1uf-the-popular-of-ubud-private-day-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"If you’re visiting Ubud for the first time, get your bearings on a private tour that allows you to customize your itinerary according to your interests. As well as beating the heat in an air-conditioned car, benefit from both the insider knowledge and undivided attention of your guide as you zip between top attractions such as the Tegalalang Rice Terrace, Tegenungan Waterfall, the Sacred Monkey Forest Sanctuary, Batuan temple, and Tirta Empul temple."
667,Half-Day Private Tanah Lot Sunset Tour,Kuta,1214574,4.8,5,https://www.booking.com/attractions/id/prytrc8eqwai-half-day-private-tanah-lot-sunset-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Enjoy an afternoon trip to enjoy the sunset at Tanah Lot Temple which is very famous for its natural beauty Start the afternoon day, pick up at your hotel in Bali by our friendly tour driver with comfortable and good A/C Visit the Taman Ayun Temple with the uniqueness of the long history of the temple, take a photo at this charming garden gate Visiting Batu Bolong Temple with this temple standing on an elongated rock and there is a hole in the rock that makes the scenery very beautiful Visiting Tanah Lot Temple with all the beauty and uniqueness of the temple dubbed the Bali Sea Temple, the stunning sunset view will complete the trip this afternoon. Back to hotel with bring an amazing experience during this Half Day Tanah Lot Sunset Tour, with professional and friendly tour driver will make this trip more enjoyable"
668,"Ubud Village, Waterfall and Kintamani Volcano Tour",Seminyak,1295546,5.0,8,https://www.booking.com/attractions/id/prhycfqclr8d-ubud-village-waterfall-and-kintamani-volcano-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Private Full Day-Tour: Ubud Village, Waterfall and Kintamani Volcano Tour is popular tour packages with wonderful experience that we design for your holiday in Bali Island. The tour will start from your hotel then we will drive you to visit Tegenungan Waterfall which is located in the southern part of Ubud and the place is just surrounded by magnificent palm trees. Then we will take you to visit Tirta Empul Temple, famous for it's holy water where Balinese hindu people go for purification. Then the trip continue to visit Kintamani Volcano where you may have your lunch at restaurant with view of mount and lake Batur. Next of the trip is visiting Tegalalang Rice Terrace, famous for it's best rice field in Ubud. Then explore the Sacred Monkey Forest Sanctuary, where gray macaques roam among Hindu temples, jungle and gorge. Continue to the Ubud Palace which is known as Gianyar Royal Palace and the last destination is Ubud Art Market where you can buy a reasonable souvenir."
669,"Sangeh Monkey Forest, Jatiluwih & Batukaru Temple Tour",Ubud,1943156,5.0,1,https://www.booking.com/attractions/id/prevlnxrudbx-less-touristy-privatetour-in-bali-with-local-expert.en-gb.html?source=searchresults-product-card&ufi=-2683839,Very unique because you will experience the real of Bali by visit the non touristy places on Bali. You will feel that you own the places.
670,Full-Day Eastern Gate of Heaven at Lempuyang Temple,Ubud,1308987,5.0,1,https://www.booking.com/attractions/id/prbpyqrdtsiv-full-day-eastern-gate-of-heaven-at-lempuyang-temple.en-gb.html?source=searchresults-product-card&ufi=-2683839,"It’s most famous attractions. Visit site such as the eastern of Bali Lempunyang Luhur Temple From this Gate you will see The Heaven of beautiful Bali, like you are standing in sky, Water Pelace tirta gangga which is well known as the most beautiful former royal water palace in Eastern Bali and see Virgin beach beautiful sea water"
671,Bali ATV Quad Bike and River Rafting with private transfer,Kuta,1805019,4.5,2,https://www.booking.com/attractions/id/prnnzpqdsadi-ubud-atv-quad-bike-and-white-water-rafting-with-private-transfer.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Bali quad bike with rafting is the best tour package for those who want to enjoy wonderful quad bike to explore the beauty of Bali attractions and is combined with rafting. Quad bike tour takes for 2 hours with amazing tracks to go through a rice field, jungle, hill climbing, mud terrain, river, waterfall, and caves by ATV. After the quad bike activity, you will continue to enjoy rafting for 2 hours at Ayung River. It will be a great watersport activity to enjoy along with your friends just in case you really like challenging activity. Anyway, you will be picked up at 8 or 9 am from your hotel and then you will begin the quad bike tour and rafting"
672,2 hours Bali Lulur Massage & Spa Treatment Including Transfers,Kuta,841457,5.0,1,https://www.booking.com/attractions/id/prieqjdjbmy6-2-hours-bali-lulur-massage-spa-treatment-including-transfers.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Soothe away any aches and pains and complete your vacation distress with two hours of pure spa indulgence. Relax under the skilled hands of your Balinese therapist as you savor a foot ritual, body scrub, body polish, yogurt rub, and traditional massage—the perfect restorative before or after a long flight. The spa is open from morning to late, and your package includes door-to-door round-trip private transfers. Highlight: • Romantic experience • Perfect for couples • Take a well-deserved break from the city life as you experience Balinese Holistic care • Bask in soothing full body treatments such as Traditional massage, foot wash, body scrub, body polish yogurt moisturizer and shower • Recharge and find serenity on your appointment as reflected by the tranquility of Bali"
